incident_id,timestamp,network_element,region,raw_log,alarm_type,kpi_summary,packet_loss_percent,latency_ms,call_drop_rate,throughput_mbps,rrc_failure_rate,handover_failure_rate,prb_utilization,sinr_db,fault_category,root_cause,severity,resolution_steps,source_dataset
INC_000094,2024-03-02 15:24:00,UPF_7294,Chennai-OMR,- 1120969436 2005.07.09 R27-M0-N2-C:J03-U11 2005-07-09-21.23.56.916963 R27-M0-N2-C:J03-U11 RAS KERNEL INFO generating core.11135,Application Core Dump,"packet_loss=9.25%, latency=208.19ms, call_drop_rate=2.22%, throughput=21.76Mbps, rrc_failure_rate=4.64%, handover_failure_rate=4.82%, prb_utilization=83.12%, sinr=12.26dB",9.25,208.19,2.22,21.76,4.64,4.82,83.12,12.26,Application Crash,Control stream failure between node and management process,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000095,2024-03-06 12:52:00,AggregationRouter_6490,Pune-Hinjewadi,- 1135651811 2005.12.26 R37-M1-NC-C:J02-U11 2005-12-26-18.50.11.312622 R37-M1-NC-C:J02-U11 RAS KERNEL INFO instruction cache parity error corrected,Cache Error Alarm,"packet_loss=2.93%, latency=137.27ms, call_drop_rate=2.47%, throughput=73.26Mbps, rrc_failure_rate=4.93%, handover_failure_rate=2.51%, prb_utilization=48.11%, sinr=25.6dB",2.93,137.27,2.47,73.26,4.93,2.51,48.11,25.6,Memory/Cache Error,ECC memory correction event,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_000096,2024-03-02 13:14:00,gNodeB_8324,Delhi-NCR,- 1122165304 2005.07.23 R16-M0-N0-C:J10-U01 2005-07-23-17.35.04.461170 R16-M0-N0-C:J10-U01 RAS KERNEL INFO 5 floating point alignment exceptions,Cache Error Alarm,"packet_loss=1.88%, latency=136.87ms, call_drop_rate=2.11%, throughput=26.76Mbps, rrc_failure_rate=1.01%, handover_failure_rate=1.24%, prb_utilization=39.43%, sinr=23.35dB",1.88,136.87,2.11,26.76,1.01,1.24,39.43,23.35,Memory/Cache Error,Correctable memory or cache parity error,High,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_000097,2024-03-04 16:04:00,AMF_2187,Bengaluru-East,- 1125084490 2005.08.26 R66-M0-N9-C:J10-U01 2005-08-26-12.28.10.329248 R66-M0-N9-C:J10-U01 RAS KERNEL INFO iar 003a929c dear 0136b2d8,No Major Alarm,"packet_loss=0.78%, latency=67.27ms, call_drop_rate=0.82%, throughput=54.62Mbps, rrc_failure_rate=0.83%, handover_failure_rate=0.72%, prb_utilization=30.82%, sinr=19.63dB",0.78,67.27,0.82,54.62,0.83,0.72,30.82,19.63,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000098,2024-03-02 03:37:00,CellSite_8766,Bengaluru-East,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_-7794786562417612249 size 67108864,Block Transfer Latency,"packet_loss=7.69%, latency=149.8ms, call_drop_rate=4.19%, throughput=10.24Mbps, rrc_failure_rate=3.75%, handover_failure_rate=1.2%, prb_utilization=51.5%, sinr=14.91dB",7.69,149.8,4.19,10.24,3.75,1.2,51.5,14.91,Transport Degradation,Temporary throughput reduction on transport link,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000099,2024-03-06 09:25:00,CellSite_5710,Chennai-OMR,- 1131058409 2005.11.03 R60-M1-NF-C:J12-U11 2005-11-03-14.53.29.339977 R60-M1-NF-C:J12-U11 RAS KERNEL INFO iar 00105e94 dear 02f5883c,No Major Alarm,"packet_loss=0.83%, latency=46.56ms, call_drop_rate=0.46%, throughput=40.2Mbps, rrc_failure_rate=0.8%, handover_failure_rate=0.23%, prb_utilization=30.14%, sinr=26.13dB",0.83,46.56,0.46,40.2,0.8,0.23,30.14,26.13,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000100,2024-03-01 02:12:00,gNodeB_9486,Gurugram-Sector-44,- 1117985401 2005.06.05 R34-M1-NE-C:J02-U01 2005-06-05-08.30.01.873693 R34-M1-NE-C:J02-U01 RAS KERNEL INFO generating core.6471,Application Core Dump,"packet_loss=10.86%, latency=176.35ms, call_drop_rate=6.31%, throughput=29.2Mbps, rrc_failure_rate=4.4%, handover_failure_rate=1.74%, prb_utilization=72.5%, sinr=22.71dB",10.86,176.35,6.31,29.2,4.4,1.74,72.5,22.71,Application Crash,Control stream failure between node and management process,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000101,2024-03-02 06:56:00,AggregationRouter_7809,Mumbai-West,- 1120091979 2005.06.29 R04-M0-N9-C:J15-U11 2005-06-29-17.39.39.542921 R04-M0-N9-C:J15-U11 RAS KERNEL INFO generating core.179,Application Core Dump,"packet_loss=9.16%, latency=154.15ms, call_drop_rate=4.32%, throughput=10.61Mbps, rrc_failure_rate=4.07%, handover_failure_rate=2.54%, prb_utilization=62.82%, sinr=18.73dB",9.16,154.15,4.32,10.61,4.07,2.54,62.82,18.73,Application Crash,Runtime process failure,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000102,2024-03-01 08:36:00,AMF_7979,Gurugram-Sector-44,Received block blk_-5236578579938215340 of size 67108864 from /10.250.7.244,Data Transfer Delay,"packet_loss=5.57%, latency=115.98ms, call_drop_rate=3.78%, throughput=23.58Mbps, rrc_failure_rate=2.07%, handover_failure_rate=3.4%, prb_utilization=48.16%, sinr=17.07dB",5.57,115.98,3.78,23.58,2.07,3.4,48.16,17.07,Transport Degradation,Temporary throughput reduction on transport link,Medium,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000103,2024-03-01 04:56:00,AggregationRouter_2252,Gurugram-Sector-44,10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,Control Plane Processing Error,"packet_loss=4.56%, latency=188.47ms, call_drop_rate=6.41%, throughput=12.57Mbps, rrc_failure_rate=11.1%, handover_failure_rate=1.41%, prb_utilization=42.63%, sinr=22.74dB",4.56,188.47,6.41,12.57,11.1,1.41,42.63,22.74,Core Network Issue,Core service communication failure,High,Restart affected service if required and verify successful session establishment,Loghub-HDFS
INC_000104,2024-03-01 02:47:00,AggregationRouter_2320,Gurugram-Sector-44,KERNSTOR 1118709482 2005.06.13 R16-M0-NB-C:J07-U11 2005-06-13-17.38.02.756042 R16-M0-NB-C:J07-U11 RAS KERNEL FATAL data storage interrupt,Control Stream Failure,"packet_loss=8.2%, latency=127.86ms, call_drop_rate=4.13%, throughput=49.75Mbps, rrc_failure_rate=2.47%, handover_failure_rate=5.8%, prb_utilization=63.36%, sinr=14.92dB",8.2,127.86,4.13,49.75,2.47,5.8,63.36,14.92,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000105,2024-03-03 23:55:00,gNodeB_6761,Pune-Hinjewadi,Deleting block blk_-7854501109698465657 file /mnt/hadoop/dfs/data/current/subdir34/blk_-7854501109698465657,Transport Throughput Degradation,"packet_loss=9.89%, latency=100.8ms, call_drop_rate=4.99%, throughput=28.54Mbps, rrc_failure_rate=2.22%, handover_failure_rate=4.0%, prb_utilization=60.8%, sinr=17.61dB",9.89,100.8,4.99,28.54,2.22,4.0,60.8,17.61,Transport Degradation,Temporary throughput reduction on transport link,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000106,2024-03-01 20:45:00,UPF_5603,Chennai-OMR,- 1119725071 2005.06.25 R04-M0-N1-C:J03-U01 2005-06-25-11.44.31.893401 R04-M0-N1-C:J03-U01 RAS KERNEL INFO generating core.7619,Process Crash,"packet_loss=7.73%, latency=188.45ms, call_drop_rate=3.75%, throughput=46.87Mbps, rrc_failure_rate=2.16%, handover_failure_rate=3.42%, prb_utilization=50.07%, sinr=12.92dB",7.73,188.45,3.75,46.87,2.16,3.42,50.07,12.92,Application Crash,Control stream failure between node and management process,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000107,2024-03-01 02:50:00,UPF_7991,Pune-Hinjewadi,- 1117985413 2005.06.05 R31-M1-N7-C:J05-U11 2005-06-05-08.30.13.824307 R31-M1-N7-C:J05-U11 RAS KERNEL INFO generating core.4155,Process Crash,"packet_loss=7.57%, latency=227.62ms, call_drop_rate=2.73%, throughput=16.67Mbps, rrc_failure_rate=4.79%, handover_failure_rate=3.66%, prb_utilization=67.36%, sinr=15.81dB",7.57,227.62,2.73,16.67,4.79,3.66,67.36,15.81,Application Crash,Runtime process failure,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000108,2024-03-01 12:20:00,AMF_8037,Gurugram-Sector-44,- 1118758308 2005.06.14 R32-M0-N3-C:J11-U01 2005-06-14-07.11.48.689764 R32-M0-N3-C:J11-U01 RAS KERNEL INFO generating core.1521,Control Stream Failure,"packet_loss=5.31%, latency=153.96ms, call_drop_rate=4.77%, throughput=49.89Mbps, rrc_failure_rate=5.78%, handover_failure_rate=1.93%, prb_utilization=71.29%, sinr=16.75dB",5.31,153.96,4.77,49.89,5.78,1.93,71.29,16.75,Application Crash,Runtime process failure,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000109,2024-03-03 03:09:00,AggregationRouter_5918,Pune-Hinjewadi,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000186_0/part-00186. blk_-6754647973871368247,No Major Alarm,"packet_loss=0.05%, latency=26.05ms, call_drop_rate=0.19%, throughput=102.09Mbps, rrc_failure_rate=0.09%, handover_failure_rate=0.25%, prb_utilization=62.8%, sinr=23.06dB",0.05,26.05,0.19,102.09,0.09,0.25,62.8,23.06,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
INC_000110,2024-03-05 07:25:00,gNodeB_7051,Bengaluru-East,Received block blk_566413670355737377 of size 67108864 from /10.251.122.79,Transport Throughput Degradation,"packet_loss=4.2%, latency=101.57ms, call_drop_rate=2.22%, throughput=15.54Mbps, rrc_failure_rate=3.66%, handover_failure_rate=1.11%, prb_utilization=73.11%, sinr=19.53dB",4.2,101.57,2.22,15.54,3.66,1.11,73.11,19.53,Transport Degradation,Temporary throughput reduction on transport link,Medium,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000111,2024-03-04 14:48:00,eNodeB_1075,Mumbai-West,PacketResponder 0 for block blk_-4430291708660291878 terminating,Transport Stream Failure,"packet_loss=21.26%, latency=322.44ms, call_drop_rate=5.64%, throughput=21.42Mbps, rrc_failure_rate=1.41%, handover_failure_rate=1.13%, prb_utilization=56.18%, sinr=16.48dB",21.26,322.44,5.64,21.42,1.41,1.13,56.18,16.48,Backhaul Issue,Backhaul data stream instability,Critical,Escalate to transport team for backhaul path validation,Loghub-HDFS
INC_000112,2024-03-07 18:45:00,AggregationRouter_2905,Bengaluru-East,"- 1133926478 2005.12.06 R27-M0-NB-C:J08-U01 2005-12-06-19.34.38.822749 R27-M0-NB-C:J08-U01 RAS KERNEL INFO Kernel detected 3853444 integer alignment exceptions (3853437) iar 0x00544ea8, dear 0x01ef5e20 (3853438) iar 0x00544eb8, dear 0x01ef5e40 (3853439) iar 0x00544ea8, dear 0x01ef5e60 (3853440) iar 0x00544eb8, dear 0x01ef5e80 (3853441) iar 0x00544ee0, dear 0x01ef5ea0 (3853442) iar 0x00544ef0, dear 0x01ef5ec0 (3853443) iar 0x00544ee0, dear 0x01ef5ee0 (3853444) iar 0x00544ef0, dear 0x01ef5f00",Memory Parity Alarm,"packet_loss=2.62%, latency=62.76ms, call_drop_rate=2.58%, throughput=40.31Mbps, rrc_failure_rate=4.29%, handover_failure_rate=2.6%, prb_utilization=53.14%, sinr=20.98dB",2.62,62.76,2.58,40.31,4.29,2.6,53.14,20.98,Memory/Cache Error,ECC memory correction event,Medium,Review ECC counters and node health; escalate if error rate increases,Loghub-BGL
INC_000113,2024-03-04 15:30:00,AggregationRouter_4360,Bengaluru-East,Deleting block blk_6163400028286940197 file /mnt/hadoop/dfs/data/current/subdir7/blk_6163400028286940197,Block Transfer Latency,"packet_loss=4.9%, latency=166.06ms, call_drop_rate=5.05%, throughput=12.85Mbps, rrc_failure_rate=1.91%, handover_failure_rate=2.09%, prb_utilization=54.52%, sinr=17.71dB",4.9,166.06,5.05,12.85,1.91,2.09,54.52,17.71,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000114,2024-03-03 06:04:00,gNodeB_8586,Delhi-NCR,- 1131125543 2005.11.04 R62-M0-N4-C:J12-U11 2005-11-04-09.32.23.060745 R62-M0-N4-C:J12-U11 RAS KERNEL INFO iar 00106834 dear 0245ccfc,No Major Alarm,"packet_loss=1.46%, latency=63.52ms, call_drop_rate=0.39%, throughput=57.47Mbps, rrc_failure_rate=0.63%, handover_failure_rate=0.94%, prb_utilization=20.46%, sinr=24.87dB",1.46,63.52,0.39,57.47,0.63,0.94,20.46,24.87,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000115,2024-03-01 20:43:00,gNodeB_5676,Delhi-NCR,"- 1123914577 2005.08.12 R61-M1-N0-I:J18-U01 2005-08-12-23.29.37.454616 R61-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",Control Stream Failure,"packet_loss=10.6%, latency=169.66ms, call_drop_rate=7.67%, throughput=15.35Mbps, rrc_failure_rate=3.92%, handover_failure_rate=5.76%, prb_utilization=51.34%, sinr=22.54dB",10.6,169.66,7.67,15.35,3.92,5.76,51.34,22.54,Application Crash,Runtime process failure,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000116,2024-03-02 01:50:00,UPF_4812,Mumbai-West,PacketResponder 2 for block blk_1077394056781488 terminating,Transport Stream Failure,"packet_loss=21.56%, latency=171.32ms, call_drop_rate=3.99%, throughput=20.59Mbps, rrc_failure_rate=1.47%, handover_failure_rate=3.65%, prb_utilization=53.02%, sinr=12.31dB",21.56,171.32,3.99,20.59,1.47,3.65,53.02,12.31,Backhaul Issue,Backhaul data stream instability,Critical,Escalate to transport team for backhaul path validation,Loghub-HDFS
INC_000117,2024-03-03 12:10:00,gNodeB_7134,Chennai-OMR,- 1120940349 2005.07.09 R32-M1-N3-C:J07-U11 2005-07-09-13.19.09.983269 R32-M1-N3-C:J07-U11 RAS KERNEL INFO generating core.30706,Application Core Dump,"packet_loss=4.68%, latency=188.8ms, call_drop_rate=3.84%, throughput=55.13Mbps, rrc_failure_rate=7.46%, handover_failure_rate=4.37%, prb_utilization=45.17%, sinr=22.91dB",4.68,188.8,3.84,55.13,7.46,4.37,45.17,22.91,Application Crash,Application process crash generated core dump,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000118,2024-03-02 15:10:00,eNodeB_2330,Chennai-OMR,- 1122430659 2005.07.26 R22-M1-N3-C:J02-U11 2005-07-26-19.17.39.082056 R22-M1-N3-C:J02-U11 RAS KERNEL INFO generating core.38843,Process Crash,"packet_loss=8.68%, latency=167.08ms, call_drop_rate=5.6%, throughput=55.37Mbps, rrc_failure_rate=4.34%, handover_failure_rate=5.99%, prb_utilization=49.67%, sinr=23.76dB",8.68,167.08,5.6,55.37,4.34,5.99,49.67,23.76,Application Crash,Runtime process failure,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000119,2024-03-01 11:11:00,AMF_8851,Bengaluru-East,- 1120935040 2005.07.09 R07-M1-ND-C:J17-U11 2005-07-09-11.50.40.338378 R07-M1-ND-C:J17-U11 RAS KERNEL INFO generating core.51808,Application Core Dump,"packet_loss=11.29%, latency=153.95ms, call_drop_rate=5.7%, throughput=14.55Mbps, rrc_failure_rate=2.31%, handover_failure_rate=3.04%, prb_utilization=57.26%, sinr=19.6dB",11.29,153.95,5.7,14.55,2.31,3.04,57.26,19.6,Application Crash,Application process crash generated core dump,High,Check application logs and control stream connectivity,Loghub-BGL
INC_000120,2024-03-03 18:36:00,gNodeB_1969,Gurugram-Sector-44,Receiving block blk_-2506231977021079951 src: /10.251.31.160:57634 dest: /10.251.31.160:50010,Transport Throughput Degradation,"packet_loss=8.28%, latency=111.13ms, call_drop_rate=2.22%, throughput=29.29Mbps, rrc_failure_rate=3.46%, handover_failure_rate=3.15%, prb_utilization=66.88%, sinr=22.06dB",8.28,111.13,2.22,29.29,3.46,3.15,66.88,22.06,Transport Degradation,High transport latency during data transfer,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000121,2024-03-07 01:35:00,MME_2511,Chennai-OMR,"- 1131764302 2005.11.11 R23-M1-N0-C:J08-U11 2005-11-11-18.58.22.474164 R23-M1-N0-C:J08-U11 RAS KERNEL INFO CE sym 25, at 0x12127ee0, mask 0x10",ECC Memory Correction,"packet_loss=1.23%, latency=126.44ms, call_drop_rate=2.77%, throughput=61.99Mbps, rrc_failure_rate=2.54%, handover_failure_rate=1.14%, prb_utilization=58.61%, sinr=22.89dB",1.23,126.44,2.77,61.99,2.54,1.14,58.61,22.89,Memory/Cache Error,Processor cache parity fault,High,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_000122,2024-03-02 04:20:00,gNodeB_1644,Hyderabad-HITEC-City,BLOCK* NameSystem.delete: blk_8871064397020855320 is added to invalidSet of 10.251.42.84:50010,Missing Block Mapping,"packet_loss=1.39%, latency=179.64ms, call_drop_rate=6.53%, throughput=31.92Mbps, rrc_failure_rate=10.68%, handover_failure_rate=6.06%, prb_utilization=77.85%, sinr=19.89dB",1.39,179.64,6.53,31.92,10.68,6.06,77.85,19.89,Configuration Error,Configuration inconsistency across nodes,High,"Validate configuration consistency, compare with golden config, and repair missing mappings",Loghub-HDFS
INC_000123,2024-03-02 01:57:00,CellSite_5522,Gurugram-Sector-44,- 1131059158 2005.11.03 R67-M0-N8-C:J02-U01 2005-11-03-15.05.58.736742 R67-M0-N8-C:J02-U01 RAS KERNEL INFO 640404 floating point alignment exceptions,Memory Parity Alarm,"packet_loss=3.96%, latency=68.24ms, call_drop_rate=1.25%, throughput=61.93Mbps, rrc_failure_rate=1.42%, handover_failure_rate=2.06%, prb_utilization=68.12%, sinr=22.47dB",3.96,68.24,1.25,61.93,1.42,2.06,68.12,22.47,Memory/Cache Error,Correctable memory or cache parity error,Medium,"Monitor repeated parity errors, check memory diagnostics, and replace memory module if recurring",Loghub-BGL
INC_000124,2024-03-01 14:27:00,AMF_4094,Bengaluru-East,Deleting block blk_-2929627680703662712 file /mnt/hadoop/dfs/data/current/subdir32/blk_-2929627680703662712,Block Transfer Latency,"packet_loss=4.24%, latency=127.49ms, call_drop_rate=4.13%, throughput=21.69Mbps, rrc_failure_rate=2.86%, handover_failure_rate=1.69%, prb_utilization=76.75%, sinr=16.6dB",4.24,127.49,4.13,21.69,2.86,1.69,76.75,16.6,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000125,2024-03-04 04:51:00,gNodeB_6520,Hyderabad-HITEC-City,Received block blk_-9211699406261033878 of size 67108864 from /10.251.30.85,Transport Throughput Degradation,"packet_loss=4.93%, latency=154.83ms, call_drop_rate=3.04%, throughput=44.78Mbps, rrc_failure_rate=2.96%, handover_failure_rate=4.28%, prb_utilization=65.48%, sinr=17.09dB",4.93,154.83,3.04,44.78,2.96,4.28,65.48,17.09,Transport Degradation,Intermittent degradation in node-to-node data path,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000126,2024-03-01 19:30:00,AMF_7843,Pune-Hinjewadi,Deleting block blk_-7601381921195183756 file /mnt/hadoop/dfs/data/current/subdir48/blk_-7601381921195183756,Transport Throughput Degradation,"packet_loss=4.59%, latency=187.39ms, call_drop_rate=3.9%, throughput=28.05Mbps, rrc_failure_rate=4.14%, handover_failure_rate=4.03%, prb_utilization=70.29%, sinr=17.54dB",4.59,187.39,3.9,28.05,4.14,4.03,70.29,17.54,Transport Degradation,Intermittent degradation in node-to-node data path,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000127,2024-03-03 10:10:00,AMF_3607,Hyderabad-HITEC-City,- 1131712792 2005.11.11 R31-M0-N8-I:J18-U01 2005-11-11-04.39.52.183132 R31-M0-N8-I:J18-U01 RAS KERNEL INFO ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.new_comp,Process Crash,"packet_loss=7.22%, latency=198.59ms, call_drop_rate=7.03%, throughput=26.0Mbps, rrc_failure_rate=5.85%, handover_failure_rate=5.37%, prb_utilization=72.85%, sinr=21.67dB",7.22,198.59,7.03,26.0,5.85,5.37,72.85,21.67,Application Crash,Application process crash generated core dump,High,Restart impacted service and monitor for recurring crash signatures,Loghub-BGL
INC_000128,2024-03-03 14:16:00,gNodeB_2754,Mumbai-West,Deleting block blk_1369784431092292099 file /mnt/hadoop/dfs/data/current/subdir36/blk_1369784431092292099,Block Transfer Latency,"packet_loss=5.04%, latency=109.79ms, call_drop_rate=2.58%, throughput=31.27Mbps, rrc_failure_rate=1.97%, handover_failure_rate=2.19%, prb_utilization=46.62%, sinr=20.15dB",5.04,109.79,2.58,31.27,1.97,2.19,46.62,20.15,Transport Degradation,High transport latency during data transfer,Medium,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000129,2024-03-03 11:55:00,eNodeB_1269,Pune-Hinjewadi,- 1120940284 2005.07.09 R30-M0-NA-C:J17-U01 2005-07-09-13.18.04.050308 R30-M0-NA-C:J17-U01 RAS KERNEL INFO generating core.4180,Application Core Dump,"packet_loss=3.63%, latency=155.38ms, call_drop_rate=3.71%, throughput=42.98Mbps, rrc_failure_rate=6.08%, handover_failure_rate=4.17%, prb_utilization=73.08%, sinr=23.25dB",3.63,155.38,3.71,42.98,6.08,4.17,73.08,23.25,Application Crash,Application process crash generated core dump,High,"Inspect core dump logs, restart affected process, and validate service health",Loghub-BGL
INC_000130,2024-03-02 21:42:00,AggregationRouter_6496,Mumbai-West,"- 1125225358 2005.08.28 R54-M0-NC-I:J18-U01 2005-08-28-03.35.58.673640 R54-M0-NC-I:J18-U01 RAS KERNEL INFO NFS Mount failed on bglio716, slept 15 seconds, retrying (1)",No Major Alarm,"packet_loss=0.4%, latency=36.54ms, call_drop_rate=0.45%, throughput=86.95Mbps, rrc_failure_rate=1.07%, handover_failure_rate=0.8%, prb_utilization=32.07%, sinr=27.27dB",0.4,36.54,0.45,86.95,1.07,0.8,32.07,27.27,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000131,2024-03-04 09:40:00,eNodeB_6589,Gurugram-Sector-44,Receiving block blk_-3187293586306086277 src: /10.251.35.1:50933 dest: /10.251.35.1:50010,Transport Throughput Degradation,"packet_loss=8.68%, latency=194.81ms, call_drop_rate=2.43%, throughput=12.6Mbps, rrc_failure_rate=2.49%, handover_failure_rate=1.62%, prb_utilization=73.05%, sinr=21.35dB",8.68,194.81,2.43,12.6,2.49,1.62,73.05,21.35,Transport Degradation,High transport latency during data transfer,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000132,2024-03-06 08:44:00,gNodeB_7429,Bengaluru-East,PacketResponder 2 for block blk_412956398445037066 terminating,Backhaul Packet Loss Alarm,"packet_loss=20.36%, latency=317.64ms, call_drop_rate=8.32%, throughput=11.03Mbps, rrc_failure_rate=3.6%, handover_failure_rate=2.38%, prb_utilization=71.01%, sinr=11.38dB",20.36,317.64,8.32,11.03,3.6,2.38,71.01,11.38,Backhaul Issue,Packet forwarding interruption on transport path,Critical,Run ping and traceroute between affected nodes and verify packet loss,Loghub-HDFS
INC_000133,2024-03-01 00:21:00,AggregationRouter_5905,Delhi-NCR,Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229,Block Transfer Latency,"packet_loss=9.17%, latency=204.31ms, call_drop_rate=3.48%, throughput=15.52Mbps, rrc_failure_rate=4.33%, handover_failure_rate=3.81%, prb_utilization=66.41%, sinr=23.85dB",9.17,204.31,3.48,15.52,4.33,3.81,66.41,23.85,Transport Degradation,Temporary throughput reduction on transport link,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000134,2024-03-02 16:44:00,AggregationRouter_7131,Pune-Hinjewadi,Receiving block blk_8992894896370738220 src: /10.251.43.210:54766 dest: /10.251.43.210:50010,Transport Throughput Degradation,"packet_loss=6.18%, latency=138.77ms, call_drop_rate=4.42%, throughput=12.52Mbps, rrc_failure_rate=1.55%, handover_failure_rate=2.88%, prb_utilization=50.42%, sinr=14.28dB",6.18,138.77,4.42,12.52,1.55,2.88,50.42,14.28,Transport Degradation,Temporary throughput reduction on transport link,High,Monitor transfer delay and escalate if degradation persists,Loghub-HDFS
INC_000135,2024-03-03 06:14:00,gNodeB_1674,Mumbai-West,- 1131126144 2005.11.04 R62-M0-NB-C:J16-U11 2005-11-04-09.42.24.810298 R62-M0-NB-C:J16-U11 RAS KERNEL INFO iar 00106bd8 dear 0245cd9c,No Major Alarm,"packet_loss=0.77%, latency=42.07ms, call_drop_rate=1.0%, throughput=106.87Mbps, rrc_failure_rate=0.59%, handover_failure_rate=0.62%, prb_utilization=28.5%, sinr=21.6dB",0.77,42.07,1.0,106.87,0.59,0.62,28.5,21.6,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-BGL
INC_000136,2024-03-02 04:24:00,eNodeB_4907,Pune-Hinjewadi,Deleting block blk_8483848473254499625 file /mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625,Transport Throughput Degradation,"packet_loss=4.34%, latency=180.46ms, call_drop_rate=5.59%, throughput=32.07Mbps, rrc_failure_rate=2.44%, handover_failure_rate=1.34%, prb_utilization=67.15%, sinr=20.82dB",4.34,180.46,5.59,32.07,2.44,1.34,67.15,20.82,Transport Degradation,High transport latency during data transfer,High,"Check throughput, interface utilization, and transport latency between nodes",Loghub-HDFS
INC_000137,2024-03-04 15:50:00,MME_3730,Gurugram-Sector-44,Received block blk_-8524952715666214329 of size 67108864 from /10.251.90.64,Transport Throughput Degradation,"packet_loss=7.87%, latency=96.51ms, call_drop_rate=2.32%, throughput=42.62Mbps, rrc_failure_rate=2.81%, handover_failure_rate=2.17%, prb_utilization=75.05%, sinr=15.34dB",7.87,96.51,2.32,42.62,2.81,2.17,75.05,15.34,Transport Degradation,High transport latency during data transfer,High,Validate link counters and inspect retransmission or packet drop trends,Loghub-HDFS
INC_000138,2024-03-04 12:00:00,eNodeB_4765,Chennai-OMR,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000374_0/part-00374. blk_-1941312615450572331,No Major Alarm,"packet_loss=1.21%, latency=57.14ms, call_drop_rate=0.87%, throughput=56.01Mbps, rrc_failure_rate=0.68%, handover_failure_rate=0.75%, prb_utilization=57.48%, sinr=26.09dB",1.21,57.14,0.87,56.01,0.68,0.75,57.48,26.09,Normal,Network operating within acceptable KPI thresholds,Low,Continue monitoring network KPIs,Loghub-HDFS
